nodeId,nodeType,name,parentNodeId,parentRelationship,relationshipStatus,sourceIds,geometryStatus,validFrom,validTo,confidence,limitations,notes
LH-TRACT-16243,recorded_tract_map,Tract 16243,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2002-08-30,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 835/34-39; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16244,recorded_tract_map,Tract 16244,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-05-02,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 840/47-50; possible_nested_subdivision_map.
LH-TRACT-16245,recorded_tract_map,Tract 16245,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2002-07-26,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 835/7-11; possible_nested_subdivision_map.
LH-TRACT-16246,recorded_tract_map,Tract 16246,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-05-02,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 842/45-49; possible_nested_subdivision_map.
LH-TRACT-16247,recorded_tract_map,Tract 16247,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2002-05-24,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 832/16-19; possible_nested_subdivision_map.
LH-TRACT-16248,recorded_tract_map,Tract 16248,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-01-17,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 839/27-33; possible_nested_subdivision_map.
LH-TRACT-16249,recorded_tract_map,Tract 16249,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2002-08-22,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 835/26-33; possible_nested_subdivision_map.
LH-TRACT-16250,recorded_tract_map,Tract 16250,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2002-05-24,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 832/20-23; possible_nested_subdivision_map.
LH-TRACT-16270,recorded_tract_map,Tract 16270,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2002-09-27,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 836/40-43; possible_nested_subdivision_map.
LH-TRACT-16271,recorded_tract_map,Tract 16271,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-02-27,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 839/34-45; possible_parent_map.
LH-TRACT-16341,recorded_tract_map,Tract 16341,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-02-27,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 840/1-20; possible_parent_map.
LH-TRACT-16342,recorded_tract_map,Tract 16342,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-07-25,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 847/36-39; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16346,recorded_tract_map,Tract 16346,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-08-18,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 848/15-18; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16347,recorded_tract_map,Tract 16347,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-09-19,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 849/31-39; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16348,recorded_tract_map,Tract 16348,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-08-18,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 848/23-28; possible_nested_subdivision_map.
LH-TRACT-16349,recorded_tract_map,Tract 16349,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-07-08,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 847/5-10; possible_nested_subdivision_map.
LH-TRACT-16350,recorded_tract_map,Tract 16350,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-07-08,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 847/1-4; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16351,recorded_tract_map,Tract 16351,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-10-31,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 850/28-32; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16352,recorded_tract_map,Tract 16352,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-10-31,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 850/33-37; possible_nested_subdivision_map.
LH-TRACT-16353,recorded_tract_map,Tract 16353,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-12-19,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 853/16-20; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16354,recorded_tract_map,Tract 16354,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-08-18,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 848/19-22; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16355,recorded_tract_map,Tract 16355,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-12-18,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 852/1-6; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16356,recorded_tract_map,Tract 16356,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-08-28,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 848/44-46; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16384,recorded_tract_map,Tract 16384,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-02-13,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 853/39-42; possible_nested_subdivision_map.
LH-TRACT-16385,recorded_tract_map,Tract 16385,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_invalid_repaired_for_measurement,2004-02-13,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 853/34-38; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16386,recorded_tract_map,Tract 16386,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-02-13,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 852/45-49; possible_nested_subdivision_map.
LH-TRACT-16387,recorded_tract_map,Tract 16387,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-02-04,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 853/47-50; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16388,recorded_tract_map,Tract 16388,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-01-30,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 854/1-5; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16389,recorded_tract_map,Tract 16389,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-02-06,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 839/24-26; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16390,recorded_tract_map,Tract 16390,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-04-23,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 856/30-34; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16391,recorded_tract_map,Tract 16391,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-10-29,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 861/29-35; partial_overlap_review_required.
LH-TRACT-16392,recorded_tract_map,Tract 16392,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_invalid_repaired_for_measurement,2004-07-06,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 859/22-27; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16393,recorded_tract_map,Tract 16393,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_invalid_repaired_for_measurement,2004-07-19,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 859/17-21; possible_nested_subdivision_map.
LH-TRACT-16394,recorded_tract_map,Tract 16394,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-07-06,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 859/33-37; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16395,recorded_tract_map,Tract 16395,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-10-28,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 861/36-41; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16400,recorded_tract_map,Tract 16400,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_invalid_repaired_for_measurement,2004-07-06,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 859/28-32; possible_nested_subdivision_map.
LH-TRACT-16414,recorded_tract_map,Tract 16414,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-02-06,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 838/47-50; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16471,recorded_tract_map,Tract 16471,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-10-28,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 861/42-49; standalone_or_unresolved.
LH-TRACT-16472,recorded_tract_map,Tract 16472,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-10-26,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 862/1-10; standalone_or_unresolved.
LH-TRACT-16473,recorded_tract_map,Tract 16473,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-10-26,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 862/11-20; standalone_or_unresolved.
LH-TRACT-16504,recorded_tract_map,Tract 16504,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-04-30,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 856/37-41; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16505,recorded_tract_map,Tract 16505,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-04-30,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 856/42-46; possible_nested_subdivision_map.
LH-TRACT-16515,recorded_tract_map,Tract 16515,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2003-10-27,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 850/21-25; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16586,recorded_tract_map,Tract 16586,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-06-10,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 858/29-44; standalone_or_unresolved.
LH-TRACT-16667,recorded_tract_map,Tract 16667,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_valid,2004-10-29,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 861/25-28; documented_or_interpreted_nested_subdivision_map.
LH-TRACT-16687,recorded_tract_map,Tract 16687,,,historical_parent_unresolved,LH-SRC-OC-TRACTS,original_invalid_repaired_for_measurement,2005-04-14,,high,"Feature intersects the current CDP query extent, but planning-area, village, amendment, and lifecycle relationships require documentary crosswalks.",County book/page MM 865/34-39; documented_or_interpreted_nested_subdivision_map.
