builderCandidates,builderProductIds,chronologyStatus,completionUpperBound,confidence,limitations,modelOrSalesOpening,neighborhoodName,neighborhoodPhaseId,officialVillageCode,reviewStatus,sourceIds,village
Lyon Homes,LH-PRODUCT-COVENANT-HILLS-BELLATAIRE,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Bellataire 2,LH-NPH-05-BELLATAIRE-2,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
K. Hovnanian,LH-PRODUCT-COVENANT-HILLS-CAPISTRANO,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Capistrano,LH-NPH-05-CAPISTRANO,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Centex Homes,LH-PRODUCT-COVENANT-HILLS-CASTELLINA,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Castellina (S),LH-NPH-05-CASTELLINA-S,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Covenant Hills Custom Neighborhood,LH-NPH-05-COVENANT-HILLS-CUSTOM-NEIGHBORHOOD,5,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-5,Covenant Hills
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Covenant Hills-Tract 15985,LH-NPH-05-COVENANT-HILLS-TRACT-15985,5,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-5,Covenant Hills
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Covenant Hills-Tract 15988,LH-NPH-05-COVENANT-HILLS-TRACT-15988,5,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-5,Covenant Hills
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Covenant Hills-Tract 16586,LH-NPH-05-COVENANT-HILLS-TRACT-16586,5,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-5,Covenant Hills
Pardee,LH-PRODUCT-COVENANT-HILLS-ENCANTADA,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Encantada,LH-NPH-05-ENCANTADA,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Standard Pacific,LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Las Piedras,LH-NPH-05-LAS-PIEDRAS,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Warmington,LH-PRODUCT-COVENANT-HILLS-MERIDEN,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Meriden,LH-NPH-05-MERIDEN,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Warmington,LH-PRODUCT-COVENANT-HILLS-MERIDEN,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Meriden 2,LH-NPH-05-MERIDEN-2,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Centex Homes,LH-PRODUCT-COVENANT-HILLS-MONTANEZ,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Montanez,LH-NPH-05-MONTANEZ,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Laing,LH-PRODUCT-COVENANT-HILLS-SAN-DONATO,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,San Donato,LH-NPH-05-SAN-DONATO,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Pardee,LH-PRODUCT-COVENANT-HILLS-SEGOVIA,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Segovia,LH-NPH-05-SEGOVIA,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Shea Homes,LH-PRODUCT-COVENANT-HILLS-SHERBORNE,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sherborne 1,LH-NPH-05-SHERBORNE-1,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Shea Homes,LH-PRODUCT-COVENANT-HILLS-SHERBORNE,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sherborne 2,LH-NPH-05-SHERBORNE-2,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Skye Isle 1 & 3,LH-NPH-05-SKYE-ISLE-1-3,5,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-5,Covenant Hills
K. Hovnanian,LH-PRODUCT-COVENANT-HILLS-SKYE-ISLE,product_level_milestones_available,2011-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Skye Isle 2,LH-NPH-05-SKYE-ISLE-2,5,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-5;LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,Covenant Hills
Richmond American,LH-PRODUCT-TERRAMOR-ARBORAGE,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Arborage 1,LH-NPH-06-ARBORAGE-1,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Richmond American,LH-PRODUCT-TERRAMOR-ARBORAGE,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Arborage 2,LH-NPH-06-ARBORAGE-2,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Standard Pacific,LH-PRODUCT-TERRAMOR-BRANCHES,product_level_milestones_available,,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Branches (S),LH-NPH-06-BRANCHES-S,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
MBK Homes,LH-PRODUCT-TERRAMOR-BRIAR-ROSE,product_level_milestones_available,,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Briar Rose I (S),LH-NPH-06-BRIAR-ROSE-I-S,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
MBK Homes,LH-PRODUCT-TERRAMOR-BRIAR-ROSE,product_level_milestones_available,,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Briar Rose II (S),LH-NPH-06-BRIAR-ROSE-II-S,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Pulte Homes,LH-PRODUCT-TERRAMOR-CLAIBORNE,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Claiborne,LH-NPH-06-CLAIBORNE,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Pulte Homes,LH-PRODUCT-TERRAMOR-CLAIBORNE,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Claiborne 2,LH-NPH-06-CLAIBORNE-2,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Pardee Homes,LH-PRODUCT-TERRAMOR-EVERGREEN-LADERA,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Evergreen,LH-NPH-06-EVERGREEN,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Pardee Homes,LH-PRODUCT-TERRAMOR-EVERGREEN-LADERA,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Evergreen 2,LH-NPH-06-EVERGREEN-2,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
K. Hovnanian,LH-PRODUCT-TERRAMOR-MOSAIC,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Mosaic,LH-NPH-06-MOSAIC,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
K. Hovnanian,LH-PRODUCT-TERRAMOR-MOSAIC,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Mosaic 2,LH-NPH-06-MOSAIC-2,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Shea Homes,LH-PRODUCT-TERRAMOR-SEDONA,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sedona,LH-NPH-06-SEDONA,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Shea Homes,LH-PRODUCT-TERRAMOR-SEDONA,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sedona 2,LH-NPH-06-SEDONA-2,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Centex Homes,LH-PRODUCT-TERRAMOR-SUTTER-S-MILL,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sutter's Mill (S),LH-NPH-06-SUTTER-S-MILL-S,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Centex Homes,LH-PRODUCT-TERRAMOR-SUTTER-S-MILL,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sutter's Mill 1 (S),LH-NPH-06-SUTTER-S-MILL-1-S,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
D.R. Horton,LH-PRODUCT-TERRAMOR-TARLETON,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Tarleton,LH-NPH-06-TARLETON,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
D.R. Horton,LH-PRODUCT-TERRAMOR-TARLETON,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Tarleton 2,LH-NPH-06-TARLETON-2,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
D.R. Horton,LH-PRODUCT-TERRAMOR-VALMONT,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Valmont (S),LH-NPH-06-VALMONT-S,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
William Lyon Homes,LH-PRODUCT-TERRAMOR-WALDEN-PARK,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Walden Park,LH-NPH-06-WALDEN-PARK,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
William Lyon Homes,LH-PRODUCT-TERRAMOR-WALDEN-PARK,product_level_milestones_available,2006-12-31,high,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Walden Park 2,LH-NPH-06-WALDEN-PARK-2,6,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-6;LH-SRC-OC-BOND-2006Q4,Terramor
Shea Homes,LH-PRODUCT-ECHO-RIDGE-ATHERTON-GLEN,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Atherton Glen (S),LH-NPH-07-ATHERTON-GLEN-S,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
Shea Homes,LH-PRODUCT-ECHO-RIDGE-LEXINGTON,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Lexington 2,LH-NPH-07-LEXINGTON-2,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
Shea Homes,LH-PRODUCT-ECHO-RIDGE-LEXINGTON,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Lexington 3,LH-NPH-07-LEXINGTON-3,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
John Laing,LH-PRODUCT-ECHO-RIDGE-POTTERS-BEND,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Potters Bend,LH-NPH-07-POTTERS-BEND,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
MBK Homes,LH-PRODUCT-ECHO-RIDGE-SYLVAN-OAKS,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sylvan Oaks,LH-NPH-07-SYLVAN-OAKS,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
Standard Pacific Homes,LH-PRODUCT-ECHO-RIDGE-TAMARIND,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Tamarind,LH-NPH-07-TAMARIND,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
Standard Pacific Homes,LH-PRODUCT-ECHO-RIDGE-TAMARIND,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Tamarind 2,LH-NPH-07-TAMARIND-2,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
Centex Homes,LH-PRODUCT-ECHO-RIDGE-TATTERSHALL,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Tattershall,LH-NPH-07-TATTERSHALL,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
Centex Homes,LH-PRODUCT-ECHO-RIDGE-TATTERSHALL,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Tattershall 2,LH-NPH-07-TATTERSHALL-2,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
K Hovnanian,LH-PRODUCT-ECHO-RIDGE-TRAIL-RIDGE,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Trail Ridge 1,LH-NPH-07-TRAIL-RIDGE-1,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
K Hovnanian,LH-PRODUCT-ECHO-RIDGE-TRAIL-RIDGE,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Trail Ridge 2,LH-NPH-07-TRAIL-RIDGE-2,7,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-7;LH-SRC-ACTIVERAIN-2010,Echo Ridge
Richmond American,LH-PRODUCT-WYCLIFFE-CHESAPEAKE,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Chesapeake 1,LH-NPH-08-CHESAPEAKE-1,8,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-8;LH-SRC-ACTIVERAIN-2010,Wycliffe
Richmond American,LH-PRODUCT-WYCLIFFE-CHESAPEAKE,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Chesapeake 2,LH-NPH-08-CHESAPEAKE-2,8,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-8;LH-SRC-ACTIVERAIN-2010,Wycliffe
William Lyon Homes,LH-PRODUCT-WYCLIFFE-DAVENPORT,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Davenport (S),LH-NPH-08-DAVENPORT-S,8,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-8;LH-SRC-ACTIVERAIN-2010,Wycliffe
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Laurel Vista Apt. (DMB),LH-NPH-08-LAUREL-VISTA-APT-DMB,8,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-8,Wycliffe
D.R. Horton,LH-PRODUCT-WYCLIFFE-SANSOVINO,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Sansovino (S),LH-NPH-08-SANSOVINO-S,8,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-8;LH-SRC-ACTIVERAIN-2010,Wycliffe
Barratt Homes,LH-PRODUCT-WYCLIFFE-SURREY-FARM,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Surrey Farms 1,LH-NPH-08-SURREY-FARMS-1,8,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-8;LH-SRC-ACTIVERAIN-2010,Wycliffe
Barratt Homes,LH-PRODUCT-WYCLIFFE-SURREY-FARM,product_level_milestones_available,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Surrey Farms 2,LH-NPH-08-SURREY-FARMS-2,8,bounded_product_crosswalk,LH-SRC-LARMAC-VILLAGE-8;LH-SRC-ACTIVERAIN-2010,Wycliffe
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Chambray (S),LH-NPH-09-CHAMBRAY-S,10,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-9,Bridgepark
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Westcott 1,LH-NPH-09-WESTCOTT-1,10,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-9,Bridgepark
,,current_name_and_village_only,,medium,"The official directory establishes current naming. Product-level permit or escrow snapshots do not establish the opening, construction, completion, habitability, or occupancy date of every numbered phase.",,Westcott 2,LH-NPH-09-WESTCOTT-2,10,historical_dates_not_located,LH-SRC-LARMAC-VILLAGE-9,Bridgepark
